ID,cb_person_cred_hist_length,credit_score,loan_int_rate,loan_intent,loan_percent_income,person_education,person_emp_exp,person_gender,person_home_ownership,person_income,loan_status
3594,10,652,11.83,EDUCATION,0.19,High School,10,female,MORTGAGE,78455,0
3595,8,711,15.27,MEDICAL,0.09,High School,6,male,MORTGAGE,58545,1
3596,3,496,6.76,HOMEIMPROVEMENT,0.16,Associate,2,male,MORTGAGE,49733,0
3597,10,704,12.15,DEBTCONSOLIDATION,0.16,Associate,15,male,MORTGAGE,91049,0
3598,4,636,12.73,DEBTCONSOLIDATION,0.23,Master,4,female,RENT,43007,0
3599,3,643,15.03,DEBTCONSOLIDATION,0.06,Bachelor,5,male,RENT,68700,1
3600,10,575,7.81,PERSONAL,0.16,Master,8,female,MORTGAGE,91279,0
3601,2,579,15.05,MEDICAL,0.24,Bachelor,1,female,OTHER,33366,1
3602,9,656,7.71,EDUCATION,0.03,Associate,6,male,RENT,31197,0
3603,7,629,9.99,EDUCATION,0.08,High School,10,female,RENT,48889,0
3604,2,597,13.11,HOMEIMPROVEMENT,0.41,High School,1,female,RENT,53119,1
3605,14,671,11.03,EDUCATION,0.07,Bachelor,12,male,MORTGAGE,133219,0
3606,4,627,16.4,HOMEIMPROVEMENT,0.08,Bachelor,1,male,MORTGAGE,121430,0
3607,8,686,14.91,VENTURE,0.16,Bachelor,5,male,RENT,43057,1
3608,3,595,7.88,PERSONAL,0.2,Associate,2,male,RENT,48964,0
3609,12,569,6.03,PERSONAL,0.11,High School,20,male,RENT,70116,0
3610,17,677,9.63,EDUCATION,0.17,Associate,16,male,RENT,12742,1
3611,4,605,5.63,PERSONAL,0.05,High School,0,male,RENT,77560,0
3612,3,664,7.68,VENTURE,0.05,Bachelor,0,male,MORTGAGE,67941,0
3613,6,671,15.23,DEBTCONSOLIDATION,0.07,Associate,4,female,RENT,71929,1
3614,8,623,9.77,EDUCATION,0.08,Associate,12,female,MORTGAGE,132802,0
3615,2,670,11.49,HOMEIMPROVEMENT,0.15,Associate,5,male,MORTGAGE,43889,1
3616,16,608,11.89,HOMEIMPROVEMENT,0.07,Master,24,male,RENT,80158,0
3617,3,691,11.71,VENTURE,0.29,Associate,5,male,RENT,36823,1
3618,8,640,11.49,EDUCATION,0.05,Associate,5,male,MORTGAGE,83631,1
3619,15,683,11.01,PERSONAL,0.11,Bachelor,21,male,OWN,185816,0
3620,4,710,10.62,PERSONAL,0.14,Associate,5,male,MORTGAGE,105227,0
3621,4,689,11.71,EDUCATION,0.16,Bachelor,2,male,RENT,37141,0
3622,12,609,7.22,PERSONAL,0.04,Bachelor,9,female,RENT,64077,0
3623,3,627,16.4,HOMEIMPROVEMENT,0.14,Associate,2,female,RENT,53824,1
3624,8,566,8.49,EDUCATION,0.2,High School,6,male,MORTGAGE,48947,1
3625,4,566,13.57,VENTURE,0.22,Bachelor,0,male,OWN,41224,0
3626,8,655,11.01,EDUCATION,0.09,Bachelor,12,female,MORTGAGE,54024,0
3627,12,719,14.11,HOMEIMPROVEMENT,0.11,Master,23,female,OWN,111379,0
3628,5,543,6.54,VENTURE,0.1,Bachelor,14,male,RENT,50072,0
3629,4,640,12.61,MEDICAL,0.38,Bachelor,0,male,RENT,38978,1
3630,6,649,5.79,MEDICAL,0.06,High School,6,male,MORTGAGE,71582,0
3631,12,665,11.01,DEBTCONSOLIDATION,0.21,Associate,15,male,MORTGAGE,52552,0
3632,9,651,5.42,VENTURE,0.11,Bachelor,6,female,MORTGAGE,55136,0
3633,3,613,12.42,MEDICAL,0.14,High School,3,female,RENT,28944,0
3634,7,667,13.08,MEDICAL,0.09,High School,9,male,MORTGAGE,58617,1
3635,6,673,11.01,HOMEIMPROVEMENT,0.11,Bachelor,4,male,MORTGAGE,97259,0
3636,2,568,10.59,PERSONAL,0.11,Master,8,female,RENT,26210,0
3637,12,686,5.99,VENTURE,0.21,Bachelor,27,female,RENT,47988,0
3638,4,674,11.86,PERSONAL,0.18,Bachelor,0,male,RENT,55189,1
3639,4,717,12.42,MEDICAL,0.15,Associate,6,male,RENT,30071,0
3640,6,609,14.69,VENTURE,0.3,Associate,5,female,RENT,117229,1
3641,4,661,10.11,DEBTCONSOLIDATION,0.12,High School,0,female,RENT,68476,0
3642,4,551,12.99,VENTURE,0.11,Associate,2,male,MORTGAGE,54602,1
3643,4,642,15.23,PERSONAL,0.16,High School,2,male,RENT,72808,0
3644,2,569,7.4,EDUCATION,0.06,Master,1,female,MORTGAGE,32239,0
3645,4,681,12.17,DEBTCONSOLIDATION,0.4,Master,0,male,RENT,29739,1
3646,14,644,6.03,VENTURE,0.11,Associate,16,female,MORTGAGE,126842,0
3647,4,684,6.99,EDUCATION,0.13,Bachelor,2,male,RENT,37230,0
3648,3,650,5.42,EDUCATION,0.23,High School,0,female,RENT,44067,0
3649,9,651,9.99,VENTURE,0.15,Associate,5,female,MORTGAGE,65933,0
3650,8,628,7.9,PERSONAL,0.17,High School,4,male,MORTGAGE,96601,0
3651,12,745,13.99,EDUCATION,0.07,Doctorate,22,male,MORTGAGE,142320,1
3652,6,609,12.34,MEDICAL,0.48,Bachelor,3,male,RENT,37801,1
3653,4,646,13.11,VENTURE,0.29,Bachelor,0,male,RENT,41481,1
3654,6,626,15.62,DEBTCONSOLIDATION,0.3,Master,5,male,RENT,33591,1
3655,4,613,15.99,PERSONAL,0.16,Bachelor,3,male,MORTGAGE,56398,0
3656,4,515,7.49,EDUCATION,0.12,Bachelor,1,male,MORTGAGE,67065,0
3657,3,648,14.07,VENTURE,0.04,High School,6,male,RENT,73109,0
3658,4,652,13.79,MEDICAL,0.08,High School,3,female,RENT,59849,0
3659,4,666,14.39,MEDICAL,0.43,Bachelor,4,male,RENT,46303,1
3660,7,677,11.01,HOMEIMPROVEMENT,0.08,Associate,11,male,RENT,76531,0
3661,11,642,13.47,VENTURE,0.06,Bachelor,21,female,MORTGAGE,253243,0
3662,4,687,8.59,EDUCATION,0.01,Associate,0,male,MORTGAGE,226622,0
3663,8,663,7.88,VENTURE,0.11,Bachelor,4,female,RENT,84881,0
3664,4,634,6.94,DEBTCONSOLIDATION,0.07,Associate,0,female,MORTGAGE,71727,1
3665,10,587,10.95,MEDICAL,0.09,Associate,4,male,RENT,79179,0
3666,5,717,7.51,HOMEIMPROVEMENT,0.11,Bachelor,12,female,MORTGAGE,44150,0
3667,2,493,10.62,EDUCATION,0.46,Bachelor,1,female,MORTGAGE,52728,0
3668,9,604,7.66,PERSONAL,0.29,Master,1,female,RENT,41290,1
3669,8,625,6.99,MEDICAL,0.18,Bachelor,5,female,MORTGAGE,50896,0
3670,7,645,15.96,DEBTCONSOLIDATION,0.06,Associate,8,male,RENT,48316,1
3671,11,594,10.83,EDUCATION,0.11,High School,10,female,RENT,45253,0
3672,4,638,13.61,HOMEIMPROVEMENT,0.05,Bachelor,0,female,RENT,40769,1
3673,2,553,5.42,PERSONAL,0.1,Associate,0,male,MORTGAGE,115615,0
3674,4,563,7.51,MEDICAL,0.18,Bachelor,0,female,MORTGAGE,48788,0
3675,9,604,15.46,DEBTCONSOLIDATION,0.05,Associate,10,male,RENT,60036,1
3676,4,622,13.61,EDUCATION,0.25,High School,0,male,RENT,39588,1
3677,10,672,6.92,MEDICAL,0.17,High School,6,female,RENT,30130,0
3678,12,652,13.25,EDUCATION,0.06,Bachelor,13,male,RENT,78332,0
3679,2,615,11.01,PERSONAL,0.25,High School,4,female,OWN,21945,1
3680,2,618,13.35,HOMEIMPROVEMENT,0.08,Associate,2,female,MORTGAGE,43871,1
3681,2,555,10.46,EDUCATION,0.13,Bachelor,2,male,RENT,46240,0
3682,2,657,7.49,MEDICAL,0.14,Bachelor,0,female,RENT,43249,0
3683,2,659,7.88,VENTURE,0.02,Master,0,female,RENT,132970,0
3684,17,570,16.02,DEBTCONSOLIDATION,0.16,High School,14,male,RENT,88454,1
3685,7,668,13.48,VENTURE,0.27,Associate,4,male,RENT,48962,1
3686,6,593,11.49,HOMEIMPROVEMENT,0.06,High School,2,male,MORTGAGE,90783,1
3687,2,610,6.17,PERSONAL,0.16,Bachelor,2,female,RENT,48932,0
3688,3,612,11.49,VENTURE,0.05,Bachelor,0,female,RENT,36578,0
3689,4,656,13.49,MEDICAL,0.04,Master,3,male,RENT,65771,1
3690,9,648,9.63,EDUCATION,0.13,Bachelor,3,male,MORTGAGE,87098,0
3691,8,555,9.32,DEBTCONSOLIDATION,0.15,Associate,6,female,RENT,45636,0
3692,7,609,9.41,VENTURE,0.11,Master,14,male,RENT,52844,0
3693,7,625,15.65,HOMEIMPROVEMENT,0.23,High School,3,female,RENT,39365,1
3694,11,681,10.37,PERSONAL,0.23,High School,22,male,RENT,51247,0
3695,4,613,15.23,VENTURE,0.19,Associate,6,female,RENT,48281,1
3696,2,553,16.49,MEDICAL,0.08,Master,1,male,RENT,71800,1
3697,3,609,7.49,HOMEIMPROVEMENT,0.11,Bachelor,1,female,MORTGAGE,84058,0
3698,7,640,14.09,DEBTCONSOLIDATION,0.35,Bachelor,1,male,RENT,37043,1
3699,9,477,11.89,MEDICAL,0.09,High School,7,male,RENT,62615,0
3700,6,582,6.32,DEBTCONSOLIDATION,0.28,High School,7,female,RENT,43424,1
3701,14,624,6.99,EDUCATION,0.06,Associate,20,female,MORTGAGE,166589,0
3702,3,651,7.9,PERSONAL,0.09,Master,0,male,RENT,133099,0
3703,5,592,6.8,EDUCATION,0.39,Bachelor,6,female,MORTGAGE,38676,0
3704,4,555,14.65,DEBTCONSOLIDATION,0.13,Master,2,female,RENT,39371,0
3705,5,674,12.8,HOMEIMPROVEMENT,0.3,Associate,8,male,MORTGAGE,83709,1
3706,4,606,10.75,VENTURE,0.31,Associate,1,female,RENT,16248,1
3707,4,489,7.51,DEBTCONSOLIDATION,0.11,Bachelor,0,female,RENT,91111,0
3708,3,568,17.5,MEDICAL,0.13,Bachelor,6,female,RENT,59469,0
3709,15,629,13.3,DEBTCONSOLIDATION,0.18,Doctorate,12,male,MORTGAGE,53701,1
3710,3,676,9.79,DEBTCONSOLIDATION,0.22,High School,2,male,RENT,45574,0
3711,13,649,11.71,PERSONAL,0.25,Associate,15,male,RENT,48284,1
3712,3,561,11.01,PERSONAL,0.02,Master,0,female,RENT,97036,0
3713,10,614,8.94,HOMEIMPROVEMENT,0.17,Bachelor,3,male,MORTGAGE,68819,0
3714,2,579,5.42,VENTURE,0.05,Associate,0,female,MORTGAGE,37105,0
3715,2,633,7.52,EDUCATION,0.14,Bachelor,0,male,MORTGAGE,67208,0
3716,3,614,7.9,MEDICAL,0.04,High School,3,female,MORTGAGE,114893,0
3717,2,693,9.99,EDUCATION,0.14,Bachelor,1,male,MORTGAGE,74790,0
3718,7,712,14.91,DEBTCONSOLIDATION,0.24,Bachelor,9,female,RENT,61269,1
3719,2,524,11.01,EDUCATION,0.27,High School,2,male,RENT,30090,1
3720,7,621,5.42,MEDICAL,0.07,Bachelor,4,female,MORTGAGE,34245,0
3721,2,555,6.62,VENTURE,0.36,Associate,0,female,OWN,34363,0
3722,3,705,5.79,MEDICAL,0.09,High School,0,male,MORTGAGE,54777,0
3723,2,580,13.57,EDUCATION,0.15,High School,3,female,OWN,66710,0
3724,4,619,14.36,EDUCATION,0.12,High School,0,male,RENT,82436,0
3725,3,650,11.03,MEDICAL,0.14,Associate,3,female,RENT,43915,0
3726,2,548,11.01,DEBTCONSOLIDATION,0.26,High School,1,male,RENT,94789,1
3727,8,716,6.44,VENTURE,0.03,Doctorate,4,male,MORTGAGE,145004,0
3728,3,653,14.54,HOMEIMPROVEMENT,0.11,Master,2,male,RENT,36007,1
3729,5,656,11.11,PERSONAL,0.11,Bachelor,11,male,MORTGAGE,105649,0
3730,5,649,11.01,DEBTCONSOLIDATION,0.17,Master,4,male,RENT,121738,1
3731,9,715,17.32,PERSONAL,0.16,Master,17,male,MORTGAGE,63871,1
3732,4,586,7.49,EDUCATION,0.26,High School,5,male,MORTGAGE,34055,0
3733,4,666,17.26,MEDICAL,0.41,Bachelor,5,male,RENT,51379,1
3734,5,672,8,HOMEIMPROVEMENT,0.08,Master,3,male,RENT,72949,0
3735,4,641,11.11,MEDICAL,0.18,Master,0,female,RENT,30849,0
3736,4,556,6.17,DEBTCONSOLIDATION,0.04,High School,0,male,MORTGAGE,44257,0
3737,6,662,13.47,VENTURE,0.14,Bachelor,9,male,MORTGAGE,109259,0
3738,10,663,11.87,MEDICAL,0.14,Master,6,male,RENT,42701,0
3739,9,633,5.42,DEBTCONSOLIDATION,0.05,Doctorate,4,female,MORTGAGE,72855,0
3740,6,691,7.49,MEDICAL,0.19,Associate,7,female,RENT,52483,0
3741,10,656,17.93,MEDICAL,0.21,Bachelor,6,male,MORTGAGE,82834,1
3742,5,667,8.59,VENTURE,0.08,Master,3,female,RENT,94884,0
3743,3,692,14.27,VENTURE,0.35,Master,0,female,RENT,42734,1
3744,5,646,11.89,EDUCATION,0.11,Master,8,male,MORTGAGE,91097,0
3745,7,695,6.7,HOMEIMPROVEMENT,0.2,Associate,7,female,OWN,25018,0
3746,2,583,6.62,EDUCATION,0.26,Master,1,male,RENT,96836,1
3747,3,590,11.01,VENTURE,0.14,Bachelor,0,male,OWN,51403,0
3748,6,631,14.46,HOMEIMPROVEMENT,0.25,Master,12,male,MORTGAGE,96952,0
3749,2,621,13.11,PERSONAL,0.09,Master,0,male,RENT,134176,0
3750,3,621,10.99,EDUCATION,0.36,High School,0,female,MORTGAGE,36796,0
3751,5,670,12.23,VENTURE,0.24,Associate,4,female,MORTGAGE,49723,0
3752,5,613,8.43,VENTURE,0.11,Bachelor,3,female,RENT,85956,0
3753,2,642,6.91,EDUCATION,0.05,Associate,0,male,RENT,61182,0
3754,5,662,16.29,VENTURE,0.05,Master,1,female,RENT,18635,1
3755,5,665,5.42,PERSONAL,0.01,Master,5,male,MORTGAGE,119113,0
3756,5,580,15.23,EDUCATION,0.2,Bachelor,10,male,MORTGAGE,109117,0
3757,4,601,11.01,MEDICAL,0.24,Bachelor,0,male,RENT,37002,0
3758,10,693,7.88,MEDICAL,0.07,Master,4,female,RENT,87312,0
3759,8,606,8.09,HOMEIMPROVEMENT,0.1,Master,5,male,MORTGAGE,116621,0
3760,8,693,10.37,DEBTCONSOLIDATION,0.19,Bachelor,11,male,RENT,25049,0
3761,3,546,7.81,MEDICAL,0.16,High School,3,male,RENT,37145,0
3762,2,612,6.17,DEBTCONSOLIDATION,0.11,Associate,0,male,RENT,44444,0
3763,7,628,10.42,PERSONAL,0.12,Associate,6,female,RENT,98084,0
3764,10,563,11.83,EDUCATION,0.15,Associate,2,male,OWN,156854,0
3765,8,628,11.01,MEDICAL,0.2,High School,3,female,RENT,24554,0
3766,5,520,9.63,MEDICAL,0.12,Associate,13,female,RENT,52378,0
3767,4,571,12.21,VENTURE,0.32,Associate,0,female,RENT,62508,1
3768,4,607,11.26,VENTURE,0.19,Bachelor,0,male,MORTGAGE,89809,0
3769,6,688,10.37,VENTURE,0.21,Master,12,male,MORTGAGE,46753,0
3770,3,555,6.92,HOMEIMPROVEMENT,0.13,Master,7,female,MORTGAGE,91068,0
3771,3,739,13.24,VENTURE,0.26,Master,0,male,OWN,57414,0
3772,7,589,12.53,PERSONAL,0.09,Doctorate,8,female,RENT,283195,0
3773,2,671,10.75,DEBTCONSOLIDATION,0.14,Bachelor,2,male,MORTGAGE,181146,0
3774,10,564,12.53,VENTURE,0.1,High School,13,male,RENT,49416,0
3775,9,587,16.89,EDUCATION,0.13,High School,3,male,MORTGAGE,89926,0
3776,3,619,9.96,VENTURE,0.11,Associate,4,male,RENT,88017,0
3777,10,644,7.51,VENTURE,0.25,Bachelor,9,female,RENT,32380,0
3778,2,585,13.49,EDUCATION,0.02,Associate,0,female,MORTGAGE,84845,0
3779,3,527,8.33,EDUCATION,0.36,High School,0,female,RENT,27348,1
3780,3,571,14.79,DEBTCONSOLIDATION,0.12,High School,2,male,MORTGAGE,48783,0
3781,10,672,7.29,PERSONAL,0.06,Bachelor,8,female,MORTGAGE,117626,0
3782,9,599,11.01,PERSONAL,0.13,High School,9,male,RENT,32188,0
3783,7,664,10.15,DEBTCONSOLIDATION,0.26,Bachelor,7,female,RENT,73026,1
3784,17,679,11.08,HOMEIMPROVEMENT,0.07,High School,16,female,MORTGAGE,180875,0
3785,3,535,8,PERSONAL,0.2,Bachelor,5,male,OWN,24697,1
3786,3,573,10,EDUCATION,0.32,Associate,2,female,RENT,18662,1
3787,10,686,13.11,EDUCATION,0.25,High School,8,female,MORTGAGE,78223,1
3788,21,750,11.58,PERSONAL,0.22,Bachelor,33,male,RENT,62551,0
3789,12,682,8.88,MEDICAL,0.29,High School,23,male,MORTGAGE,52602,0
3790,8,610,10.39,EDUCATION,0.24,Associate,0,female,RENT,76571,0
3791,4,655,7.74,HOMEIMPROVEMENT,0.04,Bachelor,1,male,MORTGAGE,82321,0
3792,2,656,9.32,PERSONAL,0.08,High School,3,female,MORTGAGE,61422,0
3793,5,662,13.06,EDUCATION,0.21,Bachelor,7,male,MORTGAGE,156658,0
3794,5,633,8.37,PERSONAL,0.1,Associate,8,male,RENT,79283,0
3795,4,690,12.48,HOMEIMPROVEMENT,0.12,Master,3,female,RENT,51910,1
3796,3,640,15.96,VENTURE,0.09,High School,1,female,MORTGAGE,90104,0
3797,7,679,12.39,DEBTCONSOLIDATION,0.16,High School,12,male,RENT,31611,1
3798,7,650,11.58,VENTURE,0.18,Master,5,female,RENT,70738,0
3799,6,577,10.36,VENTURE,0.2,Bachelor,13,female,MORTGAGE,47326,0
3800,9,672,8.59,EDUCATION,0.12,Associate,6,male,MORTGAGE,80287,0
3801,2,659,7.68,PERSONAL,0.02,Associate,3,male,OWN,222985,0
3802,7,611,11.01,DEBTCONSOLIDATION,0.04,Associate,5,male,MORTGAGE,77386,0
3803,7,525,10.44,PERSONAL,0.09,Bachelor,9,female,MORTGAGE,70643,0
3804,3,654,7.88,HOMEIMPROVEMENT,0.06,Associate,0,male,MORTGAGE,41953,1
3805,2,622,11.12,HOMEIMPROVEMENT,0.05,Associate,0,male,RENT,76575,1
3806,6,619,9.91,MEDICAL,0.11,Associate,3,female,OWN,45807,0
3807,5,545,14.96,MEDICAL,0.14,Associate,4,female,RENT,35438,0
3808,5,627,10.11,VENTURE,0.07,Bachelor,5,female,RENT,67039,0
3809,4,667,12.68,EDUCATION,0.12,High School,5,male,RENT,72715,0
3810,9,684,7.9,HOMEIMPROVEMENT,0.05,Associate,12,female,MORTGAGE,74626,0
3811,7,684,8.88,EDUCATION,0.15,Master,7,male,RENT,85000,0
3812,8,671,7.49,HOMEIMPROVEMENT,0.15,Bachelor,4,male,MORTGAGE,54955,0
3813,13,725,12.94,EDUCATION,0.08,Doctorate,20,male,RENT,45527,0
3814,6,708,13.47,EDUCATION,0.35,Associate,7,male,MORTGAGE,73100,0
3815,6,528,10.08,HOMEIMPROVEMENT,0.22,High School,10,female,RENT,82417,0
3816,10,565,10.2,MEDICAL,0.15,Bachelor,10,male,RENT,123457,0
3817,2,649,9.99,DEBTCONSOLIDATION,0.3,Bachelor,0,female,RENT,61014,1
3818,16,658,14.79,EDUCATION,0.11,High School,15,female,MORTGAGE,300843,0
3819,10,496,11.11,PERSONAL,0.13,Associate,5,male,RENT,94608,0
3820,10,612,10.26,EDUCATION,0.03,Master,8,male,MORTGAGE,175176,0
3821,7,653,7.49,VENTURE,0.14,High School,6,female,MORTGAGE,71501,0
3822,9,560,11.06,DEBTCONSOLIDATION,0.04,Bachelor,5,male,RENT,135349,0
3823,2,629,11.01,HOMEIMPROVEMENT,0.07,High School,2,female,OWN,56322,0
3824,4,526,7.65,EDUCATION,0.11,Associate,0,female,RENT,63136,0
3825,10,597,14.26,HOMEIMPROVEMENT,0.04,High School,10,male,MORTGAGE,132980,0
3826,3,614,8.42,EDUCATION,0.08,High School,2,male,RENT,87453,0
3827,3,581,10.99,PERSONAL,0.08,Associate,3,male,MORTGAGE,63622,0
3828,12,683,6.62,PERSONAL,0.13,Master,23,male,MORTGAGE,57577,0
3829,5,547,10.74,DEBTCONSOLIDATION,0.21,Bachelor,7,male,MORTGAGE,72924,0
3830,3,623,11.83,PERSONAL,0.11,High School,2,male,OTHER,84832,0
3831,16,527,13.22,MEDICAL,0.19,Bachelor,19,female,RENT,42877,0
3832,3,562,16.29,DEBTCONSOLIDATION,0.24,High School,0,male,RENT,53718,1
3833,3,611,12.69,PERSONAL,0.29,Bachelor,1,male,MORTGAGE,49035,0
3834,3,680,8,VENTURE,0.08,Master,2,male,MORTGAGE,69454,0
3835,6,661,10.37,MEDICAL,0.09,Bachelor,8,male,RENT,54918,0
3836,4,623,13.49,DEBTCONSOLIDATION,0.2,Bachelor,0,female,RENT,98255,0
3837,4,687,13.22,EDUCATION,0.13,Master,0,female,RENT,63482,0
3838,5,648,13.8,DEBTCONSOLIDATION,0.04,Master,5,female,RENT,86249,1
3839,3,566,7.29,DEBTCONSOLIDATION,0.16,Associate,1,female,MORTGAGE,73211,0
3840,14,626,7.66,HOMEIMPROVEMENT,0.11,Associate,21,female,MORTGAGE,111144,0
3841,4,666,10.65,DEBTCONSOLIDATION,0.13,High School,1,male,RENT,55050,0
3842,3,585,16.49,EDUCATION,0.05,High School,1,female,RENT,65959,1
3843,4,610,8.32,VENTURE,0.1,High School,2,female,MORTGAGE,61094,0
3844,9,646,14.11,HOMEIMPROVEMENT,0.15,Bachelor,4,male,MORTGAGE,169036,0
3845,15,596,11.01,PERSONAL,0.12,High School,15,female,MORTGAGE,66137,0
3846,4,613,11.91,PERSONAL,0.24,Bachelor,0,female,RENT,49011,0
3847,4,584,17.29,PERSONAL,0.14,Master,0,male,RENT,36620,1
3848,3,626,16.49,EDUCATION,0.11,Associate,2,male,RENT,37011,0
3849,3,626,6.76,HOMEIMPROVEMENT,0.27,Bachelor,1,male,RENT,22487,1
3850,4,689,10.25,VENTURE,0.24,High School,0,male,RENT,72088,0
3851,5,648,11.78,DEBTCONSOLIDATION,0.18,Bachelor,3,female,RENT,22849,1
3852,10,656,7.9,VENTURE,0.3,High School,10,female,MORTGAGE,53894,0
3853,10,636,13.48,HOMEIMPROVEMENT,0.11,Bachelor,9,male,MORTGAGE,109110,0
3854,10,667,9.06,DEBTCONSOLIDATION,0.08,Bachelor,13,male,MORTGAGE,132992,0
3855,11,721,15.33,HOMEIMPROVEMENT,0.26,Associate,20,female,MORTGAGE,96947,0
3856,11,667,10.37,MEDICAL,0.18,Master,12,male,RENT,36783,0
3857,6,660,15.33,PERSONAL,0.11,High School,6,male,MORTGAGE,121179,0
3858,6,666,16.29,EDUCATION,0.11,Bachelor,6,female,RENT,107235,0
3859,2,605,10.99,VENTURE,0.11,High School,4,female,MORTGAGE,75173,0
3860,8,687,9,EDUCATION,0.17,Bachelor,6,female,RENT,45737,0
3861,3,468,9.63,PERSONAL,0.09,High School,0,female,RENT,39168,0
3862,4,590,9.18,VENTURE,0.05,High School,0,female,MORTGAGE,198669,0
3863,2,552,13.61,PERSONAL,0.22,High School,0,female,OWN,32747,0
3864,17,722,11.4,HOMEIMPROVEMENT,0.12,Associate,15,male,MORTGAGE,46301,0
3865,4,579,16.4,DEBTCONSOLIDATION,0.2,Associate,3,female,MORTGAGE,61155,1
3866,4,596,10.37,VENTURE,0.11,High School,0,female,MORTGAGE,47071,0
3867,6,690,6.91,HOMEIMPROVEMENT,0.1,Associate,13,male,MORTGAGE,77596,0
3868,3,551,15.23,EDUCATION,0.06,Associate,0,female,RENT,72912,0
3869,3,666,6.91,DEBTCONSOLIDATION,0.3,Bachelor,3,male,RENT,66906,1
3870,10,628,11.49,EDUCATION,0.12,Associate,8,female,MORTGAGE,50342,0
3871,4,663,12.72,HOMEIMPROVEMENT,0.26,Associate,0,male,RENT,30796,1
3872,9,645,16.11,DEBTCONSOLIDATION,0.29,Associate,6,male,RENT,120968,1
3873,4,669,7.51,EDUCATION,0.07,Associate,4,male,MORTGAGE,109378,0
3874,4,614,11.49,DEBTCONSOLIDATION,0.14,Bachelor,0,female,MORTGAGE,32536,0
3875,6,550,9.91,DEBTCONSOLIDATION,0.09,Associate,11,female,MORTGAGE,80403,0
3876,5,587,7.63,MEDICAL,0.04,High School,0,male,MORTGAGE,83071,0
3877,3,689,10.99,EDUCATION,0.25,Associate,0,male,RENT,100756,1
3878,9,631,9.62,EDUCATION,0.14,Bachelor,13,male,RENT,72892,0
3879,10,544,11.01,VENTURE,0.22,Bachelor,7,female,MORTGAGE,46434,0
3880,3,683,6.39,VENTURE,0.12,Associate,3,male,RENT,34684,0
3881,7,646,10.73,DEBTCONSOLIDATION,0.38,Associate,2,female,RENT,39475,1
3882,4,539,11.01,DEBTCONSOLIDATION,0.24,High School,1,male,RENT,40827,1
3883,14,588,14.84,PERSONAL,0.07,Associate,18,male,RENT,71970,1
3884,10,602,10.99,HOMEIMPROVEMENT,0.13,Associate,6,male,MORTGAGE,193087,0
3885,2,548,11.71,MEDICAL,0.08,Bachelor,1,male,RENT,65888,0
3886,2,655,7.29,VENTURE,0.05,High School,1,female,MORTGAGE,50079,0
3887,7,653,11.01,HOMEIMPROVEMENT,0.1,Associate,3,male,MORTGAGE,180868,0
3888,2,570,15.31,DEBTCONSOLIDATION,0.12,Bachelor,0,male,RENT,45370,1
3889,7,632,14.91,MEDICAL,0.17,Bachelor,2,female,RENT,48005,1
3890,4,698,7.9,VENTURE,0.14,Master,4,female,RENT,69583,0
3891,5,666,5.97,MEDICAL,0.02,Bachelor,4,female,RENT,51418,0
3892,8,656,11.01,VENTURE,0.29,Associate,5,female,RENT,52326,1
3893,13,565,15.21,DEBTCONSOLIDATION,0.16,High School,14,female,MORTGAGE,49963,1
3894,17,598,11.22,PERSONAL,0.27,Bachelor,15,female,MORTGAGE,36871,0
3895,5,674,10.91,VENTURE,0.1,Bachelor,5,male,MORTGAGE,142001,0
3896,2,678,11.01,HOMEIMPROVEMENT,0.16,Associate,4,male,OWN,56248,0
3897,3,642,6.03,EDUCATION,0.13,Bachelor,0,female,MORTGAGE,79187,0
3898,2,525,7.51,EDUCATION,0.14,Associate,0,male,RENT,33453,0
3899,3,697,16.35,EDUCATION,0.48,Associate,3,female,RENT,51747,1
3900,4,639,7.51,MEDICAL,0.35,Associate,0,female,OWN,35364,0
3901,3,636,10.99,VENTURE,0.09,Associate,3,female,RENT,139424,0
3902,10,663,6.48,DEBTCONSOLIDATION,0.11,Master,7,male,MORTGAGE,87259,0
3903,4,636,13.88,EDUCATION,0.14,High School,1,female,RENT,69094,0
3904,4,600,13.62,VENTURE,0.25,Associate,2,female,RENT,60939,0
3905,4,597,9.19,MEDICAL,0.12,Associate,2,female,RENT,29772,1
3906,10,634,7.64,EDUCATION,0.03,Master,7,male,RENT,198776,0
3907,4,675,6.03,DEBTCONSOLIDATION,0.1,Master,2,male,MORTGAGE,119819,0
3908,9,631,12.73,PERSONAL,0.15,Bachelor,11,female,MORTGAGE,97265,0
3909,14,688,13.92,DEBTCONSOLIDATION,0.02,High School,17,female,MORTGAGE,87550,0
3910,17,699,11.01,HOMEIMPROVEMENT,0.1,Associate,14,female,RENT,147248,0
3911,6,624,5.54,PERSONAL,0.26,Master,9,female,OWN,24951,0
3912,6,633,8.41,EDUCATION,0.31,Bachelor,2,male,RENT,31084,1
3913,12,658,14.83,HOMEIMPROVEMENT,0.14,High School,22,male,RENT,107204,0
3914,9,620,7.75,EDUCATION,0.07,Bachelor,6,male,MORTGAGE,124533,0
3915,3,434,13.06,MEDICAL,0.3,Associate,5,male,MORTGAGE,73116,0
3916,8,682,13.49,MEDICAL,0.06,Bachelor,10,female,MORTGAGE,96316,0
3917,16,726,10.59,PERSONAL,0.08,Bachelor,18,male,MORTGAGE,142643,0
3918,4,607,11.01,VENTURE,0.1,Associate,0,female,RENT,145225,0
